APN,2012 Final,2013 Final,2014 Final,2015 Final,2016 Final,2017 Final,2018 Final,2019 Final,2020 Final,2021 Final,2022 Final,2023 Final,2024 Final,2025 Final
1418-34-112-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-112-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-201-001,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-201-002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-201-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-201-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-201-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-201-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-202-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-202-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-202-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-202-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-202-007,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-210-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-005,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-210-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-210-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-041,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-044,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-045,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-211-046,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-301-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-301-004,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-301-005,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-301-006,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-301-007,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-302-001,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1418-34-303-002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-303-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-303-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-303-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-303-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-303-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-005,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-304-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-304-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-304-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-310-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-001,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-401-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-005,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-401-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-009,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-401-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-401-025,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-401-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-402-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-402-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-402-005,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1418-34-402-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-601-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418-34-610-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-181-094,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111-270-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
034-521-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
034-551-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
036-473-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
025-354-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
034-753-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117-150-040,1,1,1,1,1,1,1,1,1,0,0,0,0,0
090-222-050,40,40,40,40,40,40,40,40,40,40,40,40,40,40
085-083-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-191-10,4,4,4,4,4,4,4,4,4,4,4,4,4,6
123-032-29,3,0,0,0,0,0,0,0,0,1,1,1,1,1
034-300-10,3,3,3,0,0,0,0,0,0,0,0,0,0,0
090-074-027,2,2,2,1,1,1,1,1,1,1,1,1,1,1
033-180-33,4,4,4,4,0,0,0,0,0,0,0,0,0,0
117-110-072,1,1,1,1,1,1,1,0,0,0,0,0,0,0
130-312-25,2,2,2,2,1,1,1,1,1,1,1,1,1,1
130-312-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
027-112-20,1,1,1,1,1,0,0,0,0,0,0,0,0,0
027-313-16,2,2,2,2,2,1,1,1,1,1,1,1,1,1
090-122-038,1,1,1,1,1,0,0,0,0,0,0,0,0,0
098-210-030,1,1,1,1,1,1,1,1,1,0,0,0,0,0
098-210-031,1,1,1,1,1,1,1,1,1,0,0,0,0,0
123-201-02,2,2,2,2,2,2,0,0,0,0,0,0,0,0
123-032-18,2,2,2,2,2,2,0,0,0,0,0,0,0,0
123-032-21,1,1,1,1,1,1,0,0,0,0,0,0,0,0
098-210-036,3,3,3,3,3,3,3,3,3,3,3,3,3,3
098-210-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122-251-17,1,1,1,1,1,1,1,0,0,0,0,0,0,0
125-531-23,1,1,1,1,1,1,1,0,0,0,0,0,0,0
029-161-29,2,2,2,2,2,2,2,2,2,2,0,0,0,0
1318-15-410-005,1,1,1,1,1,1,1,1,1,,,,,
1318-15-410-006,1,1,1,1,1,1,1,1,1,,,,,
015-331-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-370-027,1,1,1,1,1,1,1,1,2,2,2,2,2,2
027-010-16,2,2,2,0,0,0,0,0,0,0,0,0,0,0
029-064-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0
032-141-03,1,1,1,0,0,0,0,0,0,0,0,0,0,0
015-370-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-370-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
016-091-65,1,1,1,1,1,1,1,1,1,1,1,1,1,1
016-300-64,1,1,1,1,1,1,1,1,1,1,1,1,1,1
018-320-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
023-102-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
023-132-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
023-171-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
023-201-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2
023-241-11,6,6,6,6,6,6,6,6,6,6,6,6,6,6
025-510-72,1,1,1,1,1,1,1,1,1,1,1,1,1,1
025-551-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
026-031-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
027-083-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
027-322-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
027-322-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
028-081-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
028-090-70,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-051-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-371-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-610-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
029-630-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-121-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-213-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-290-039,1,1,1,1,1,1,1,1,1,1,1,1,1,
031-290-41,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-201-05,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-201-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
033-090-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
034-070-11,2,2,2,2,2,2,2,2,2,2,2,2,2,2
035-301-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
083-033-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-072-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-074-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-074-023,12,12,12,12,12,12,12,12,12,12,12,12,12,12
090-121-010,5,5,5,5,5,5,5,5,5,5,5,5,5,5
090-123-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-133-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-134-061,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-212-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-222-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090-304-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
093-083-046,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-080-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-130-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-110-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-013,10,10,10,10,10,10,10,10,10,10,10,10,10,10
125-491-10,1,1,1,1,1,1,1,,,,,1,1,1
130-302-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
025-021-78,,1,1,1,1,1,1,1,1,1,1,1,1,1
023-654-18,,1,1,1,1,1,1,1,1,1,1,1,1,1
023-686-17,,1,1,1,1,1,1,1,1,1,1,1,1,1
023-691-21,,1,1,1,1,1,1,1,1,1,1,1,1,1
023-743-11,,1,1,1,1,1,1,1,1,1,1,1,1,1
025-682-04,,1,1,1,1,1,1,1,1,1,1,1,1,1
026-064-06,,1,1,1,1,1,1,1,1,1,1,1,1,1
026-067-15,,1,1,1,1,1,1,1,1,1,1,1,1,1
027-222-18,,1,1,1,1,1,1,1,1,1,1,1,1,1
033-305-08,,1,1,1,1,1,1,1,1,1,1,1,1,1
083-182-006,,1,1,1,1,1,1,1,1,1,1,1,1,1
090-153-003,,1,1,1,1,1,1,1,1,1,1,1,1,1
090-315-027,,1,1,1,1,1,1,1,1,1,1,1,1,1
091-183-009,,1,1,1,1,1,1,1,1,1,1,1,1,1
093-600-015,,1,1,1,1,1,1,1,1,1,1,1,1,1
094-110-007,,1,1,1,1,1,1,1,1,1,1,1,1,1
112-190-015,,1,1,1,1,1,1,1,1,1,1,1,1,1
026-122-02,,1,1,1,1,1,1,1,1,1,1,1,1,1
033-435-05,,1,1,1,1,1,1,1,1,1,1,1,1,1
033-413-04,,1,1,1,1,1,1,1,1,1,1,1,1,1
081-103-08,,1,1,1,1,1,1,1,1,1,1,1,1,1
033-735-08,,1,1,1,1,1,1,1,1,1,1,1,1,1
034-201-05,,1,1,1,1,1,1,1,1,1,1,1,1,1
034-266-02,,1,1,1,1,1,1,1,1,1,1,1,1,1
034-294-18,,1,1,1,1,1,1,1,1,1,1,1,1,1
033-492-01,,1,1,1,1,1,1,1,1,1,1,1,1,1
025-801-05,,1,1,1,1,1,1,1,1,1,1,1,1,1
034-754-03,,1,1,1,1,1,1,1,1,1,1,1,1,1
025-742-11,,1,1,1,1,1,1,1,1,1,1,1,1,1
025-654-01,,1,1,1,1,1,1,1,1,1,1,1,1,1
021-281-19,,1,1,1,1,1,1,1,1,1,1,1,1,1
016-143-11,,1,1,1,1,1,1,1,1,1,1,1,1,1
081-043-03,,1,1,1,1,1,1,1,1,1,1,1,1,1
035-274-03,,1,1,1,1,1,1,1,1,1,1,1,1,1
081-152-05,,1,1,1,1,1,1,1,1,1,1,1,1,1
014-274-07,,1,1,1,1,1,1,1,1,1,1,1,1,1
034-704-26,,1,1,1,1,1,1,1,1,1,1,1,1,1
033-413-02,,1,1,1,1,1,1,1,1,1,1,1,1,1
035-233-26,,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-17,,1,1,1,1,1,1,1,1,1,1,1,1,1
036-591-03,,1,1,1,1,1,1,1,1,1,1,1,1,1
117-010-012,,2,2,2,2,2,2,2,2,2,2,2,2,2
027-082-32,,,1,1,1,1,1,1,1,1,1,1,1,1
027-082-34,,,1,1,1,1,1,1,1,1,1,1,1,1
032-162-02,,,1,1,1,1,1,1,1,1,1,1,1,2
025-670-34,,,1,1,1,1,1,1,1,1,1,1,1,1
029-421-03,,,1,1,1,1,1,1,1,1,1,1,1,1
083-400-013,,,1,1,1,1,1,1,1,1,1,1,1,1
084-181-002,,,1,1,1,1,1,1,1,1,1,1,1,1
085-094-005,,,1,1,1,1,1,1,1,1,1,1,1,1
093-330-040,,,1,1,1,1,1,1,1,1,1,1,1,1
097-222-005,,,1,1,1,1,1,1,1,1,1,1,1,1
111-270-006,,,1,1,1,1,1,1,1,1,1,1,1,1
025-651-01,,,1,1,1,1,1,1,1,1,1,1,1,1
034-713-14,,,1,1,1,1,1,1,1,1,1,1,1,1
033-821-15,,,1,1,1,1,1,1,1,1,1,1,1,1
034-683-02,,,1,1,1,1,1,1,1,1,1,1,1,1
015-315-07,,,1,1,1,1,1,1,1,1,1,1,1,1
080-146-09,,,1,1,1,1,1,1,1,1,1,1,1,1
015-104-17,,,1,1,1,1,1,1,1,1,1,1,1,1
081-087-05,,,1,1,1,1,1,1,1,1,1,1,1,1
015-213-16,,,1,1,1,1,1,1,1,1,1,1,1,1
033-678-11,,,1,1,1,1,1,1,1,1,1,1,1,1
033-492-19,,,1,1,1,1,1,1,1,1,1,1,1,1
033-837-02,,,1,1,1,1,1,1,1,1,1,1,1,1
033-744-03,,,1,1,1,1,1,1,1,1,1,1,1,1
033-472-10,,,1,1,1,1,1,1,1,1,1,1,1,1
1418-15-110-015,,,1,1,1,1,1,1,1,1,1,1,1,1
1318-23-311-016,,,1,1,1,1,1,1,1,1,1,1,1,1
1318-23-311-015,,,1,1,1,1,1,1,1,1,1,1,1,1
1318-23-311-017,,,1,1,1,1,1,1,1,1,1,1,1,1
093-300-006,,,1,1,1,1,1,1,1,1,1,1,1,1
033-841-45,,,1,1,1,1,1,1,1,1,1,1,1,1
025-401-10,,,1,1,1,1,1,1,1,1,1,1,1,1
023-471-11,,,1,1,1,1,1,1,1,1,1,1,1,1
025-394-12,,,1,1,1,1,1,1,1,1,1,1,1,1
033-884-04,,,1,1,1,1,1,1,1,1,1,1,1,1
033-272-19,,,1,1,1,1,1,1,1,1,1,1,1,1
081-072-21,,,1,1,1,1,1,1,1,1,1,1,1,1
080-145-09,,,1,1,1,1,1,1,1,1,1,1,1,1
033-451-03,,,1,1,1,1,1,1,1,1,1,1,1,1
032-323-11,,,1,1,1,1,1,1,1,1,1,1,1,1
080-154-12,,,1,1,1,1,1,1,1,1,1,1,1,1
023-891-22,,,1,1,1,1,1,1,1,1,1,1,1,1
033-232-03,,,1,1,1,1,1,1,1,1,1,1,1,1
033-565-05,,,1,1,1,1,1,1,1,1,1,1,1,1
034-701-07,,,1,1,1,1,1,1,1,1,1,1,1,1
034-811-03,,,1,1,1,1,1,1,1,1,1,1,1,1
025-812-25,,,1,1,1,1,1,1,1,1,1,1,1,1
030-380-55,,,1,1,1,1,1,1,1,1,1,1,1,1
022-222-16,,,1,1,1,1,1,1,1,1,1,1,1,1
097-130-037,,,1,1,1,1,1,1,1,1,1,1,1,1
097-130-038,,,1,1,1,1,1,1,1,1,1,1,1,1
027-323-10,,,48,48,48,48,48,48,48,48,48,48,48,48
1318-15-201-002,,,1,1,1,1,1,1,1,1,1,1,1,1
1318-23-311-018,,,1,1,1,1,1,1,1,1,1,1,1,1
030-380-70,,,1,1,1,1,1,1,1,1,1,1,1,1
031-262-12,,,1,1,1,1,1,1,1,1,1,1,1,1
029-095-25,,,,1,1,1,1,1,1,1,1,1,1,1
021-420-51,,,,1,1,1,1,1,1,1,1,1,1,1
025-231-14,,,,1,1,1,1,1,1,1,1,1,1,1
085-211-015,,,,1,1,1,1,1,1,1,1,1,1,1
085-211-016,,,,1,1,1,1,1,1,1,1,1,1,1
090-315-028,,,,1,1,1,1,1,1,1,1,1,1,1
092-060-003,,,,1,1,1,1,1,1,1,1,1,1,1
093-220-050,,,,1,1,1,1,1,1,1,1,1,1,1
093-300-005,,,,1,1,1,1,1,1,1,1,1,1,1
097-210-018,,,,1,1,1,1,1,1,1,1,1,1,1
098-180-016,,,,1,1,1,1,1,1,1,1,1,1,1
117-120-041,,,,1,1,1,1,1,1,1,1,1,1,1
016-382-14,,,,1,1,1,1,1,1,1,1,1,1,1
033-352-11,,,,1,1,1,1,1,1,1,1,1,1,1
025-833-03,,,,1,1,1,1,1,1,1,1,1,1,1
015-154-04,,,,1,1,1,1,1,1,1,1,1,1,1
080-114-09,,,,1,1,1,1,1,1,1,1,1,1,1
117-050-048,,,,1,1,1,1,1,1,1,1,1,1,1
093-320-005,,,,1,1,1,1,1,1,1,1,1,1,1
112-090-017,,,,1,1,1,1,1,1,1,1,1,1,1
098-231-030,,,,1,1,1,1,1,1,1,1,1,1,1
112-240-019,,,,1,1,1,1,1,1,1,1,1,1,1
098-169-014,,,,1,1,1,1,1,1,1,1,1,1,1
033-281-03,,,,1,1,1,1,1,1,1,1,1,1,1
033-861-11,,,,1,1,1,1,1,1,1,1,1,1,1
033-864-05,,,,1,1,1,1,1,1,1,1,1,1,1
033-441-24,,,,1,1,1,1,1,1,1,1,1,1,1
033-344-03,,,,1,1,1,1,1,1,1,1,1,1,1
025-742-07,,,,1,1,1,1,1,1,1,1,1,1,1
036-412-06,,,,1,1,1,1,1,1,1,1,1,1,1
036-562-04,,,,1,1,1,1,1,1,1,1,1,1,1
036-562-09,,,,1,1,1,1,1,1,1,1,1,1,1
025-812-15,,,,1,1,1,1,1,1,1,1,1,1,1
025-803-02,,,,1,1,1,1,1,1,1,1,1,1,1
016-582-06,,,,1,1,1,1,1,1,1,1,1,1,1
033-544-07,,,,1,1,1,1,1,1,1,1,1,1,1
033-854-18,,,,1,1,1,1,1,1,1,1,1,1,1
