"APN","Record Type","DevelopmentRight","LandCapability","IPESScore","CumulativeBankedQuantity","RemainingBankedQuantity","Jurisdiction","LocalPlan","DateBankedOrApproved","HRA","LastUpdated","TransactionNumber","SendingParcel","ReceivingParcel","LandBank","TransactionApprovalDate"
"097-140-043","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/06/2023","TRPA-SHORE-1567",,,,"04/06/2023"
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1494",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1495",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1496",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1497",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1498",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1499",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1500",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1501",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1502",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1503",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2204",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2205",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2206",,,,
"097-154-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2207",,,,
"098-031-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/20/2023","TRPA-SHORE-1933",,,,"07/20/2023"
"098-031-005","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2425",,,,
"098-031-006","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/12/2023","TRPA-SHORE-1641",,,,"05/24/2023"
"098-180-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1935",,,,
"098-180-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2171",,,,
"098-180-006","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2416",,,,
"098-180-008","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1633",,,,
"098-180-023","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2457",,,,
"098-180-025","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1651",,,,
"098-200-033","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/02/2022","TRPA-SHORE-1589",,,,"07/29/2022"
"098-210-002","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/22/2021","TRPA-SHORE-1708",,,,"07/16/2020"
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1966",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1967",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1968",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1969",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1970",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1971",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2195",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2196",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2197",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2198",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2199",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2200",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2201",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2202",,,,
"115-030-050","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2203",,,,
"115-050-030","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/14/2023","TRPA-SHORE-1566",,,,"02/14/2023"
"115-050-034","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"01/30/2025","TRPA-SHORE-1815",,,,"11/28/2023"
"115-060-019","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1582",,,,
"115-060-019","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1583",,,,
"115-070-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1555",,,,"07/10/2023"
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1595",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1596",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1597",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1598",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1921",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1922",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1923",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1924",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/26/2023","TRPA-SHORE-1925",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2172",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2173",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2174",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2175",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2176",,,,
"116-100-002","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2177",,,,
"116-100-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/12/2022","TRPA-SHORE-1675",,,,
"116-100-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"10/26/2022","TRPA-SHORE-1931",,,,
"116-220-049","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"07/19/2024","TRPA-SHORE-1707",,,,"04/29/2021"
"117-010-014","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/22/2021","TRPA-SHORE-1706",,,,"07/22/2020"
"117-020-005","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/29/2023","TRPA-SHORE-2178",,,,"11/29/2023"
"117-060-010","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/06/2023","TRPA-SHORE-1556",,,,"06/06/2023"
"117-060-018","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2157",,,,
"117-060-018","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2158",,,,
"117-060-018","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"07/28/2023","TRPA-SHORE-2302",,,,
"117-080-065","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1630",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1484",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1485",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1486",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1487",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1488",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1489",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1490",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1491",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1492",,,,
"117-110-059","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/20/2022","TRPA-SHORE-1493",,,,
"117-130-032","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"01/17/2023","TRPA-SHORE-1522",,,,"01/11/2023"
"117-130-036","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"12/20/2023","TRPA-SHORE-2192",,,,"12/20/2023"
"117-130-037","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/20/2023","TRPA-SHORE-1628",,,,"04/20/2023"
"117-130-037","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/20/2023","TRPA-SHORE-1629",,,,"04/20/2023"
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1504",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1505",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1506",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1507",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1508",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1509",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1510",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1511",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1512",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1513",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1514",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1515",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/02/2021","TRPA-SHORE-1516",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1948",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1949",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1950",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1951",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1952",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1953",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1954",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1955",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1956",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1957",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1958",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1959",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1960",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1961",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1962",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1963",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1964",,,,
"117-130-053","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1965",,,,
"117-180-029","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/31/2023","TRPA-SHORE-2187",,,,
"117-180-052","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2427",,,,
"117-210-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/13/2024","TRPA-SHORE-1530",,,,"06/13/2024"
"117-210-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/13/2024","TRPA-SHORE-1531",,,,"06/13/2024"
"117-210-082","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1898",,,,
"117-210-082","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/08/2022","TRPA-SHORE-1899",,,,
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1533",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1534",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1535",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1536",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1938",,,,
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1939",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1940",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1941",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1942",,,,"06/07/2023"
"122-080-00","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"07/10/2023","TRPA-SHORE-1943",,,,"06/07/2023"
"122-100-15","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"04/05/2024","TRPA-SHORE-2304",,,,
"122-162-06","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/16/2024","TRPA-SHORE-1550",,,,"02/16/2024"
"122-162-25","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1554",,,,
"122-162-25","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/05/2025","TRPA-SHORE-2426",,,,
"122-162-26","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/06/2023","TRPA-SHORE-1587",,,,"04/06/2023"
"122-181-17","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/08/2024","TRPA-SHORE-2183",,,,"05/08/2024"
"122-181-17","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/08/2024","TRPA-SHORE-2184",,,,"05/08/2024"
"122-181-33","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/23/2022","TRPA-SHORE-1606",,,,"05/23/2022"
"122-181-58","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2490",,,,
"122-181-65","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/22/2021","TRPA-SHORE-1700",,,,
"122-251-16","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/09/2024","TRPA-SHORE-2452",,,,
"122-251-16","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/09/2024","TRPA-SHORE-2453",,,,
"123-032-21","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/22/2021","TRPA-SHORE-1702",,,,
"123-041-05","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/21/2023","TRPA-SHORE-1560",,,,"04/21/2023"
"123-041-18","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/22/2021","TRPA-SHORE-1701",,,,
"123-041-19","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"01/26/2023","TRPA-SHORE-1558",,,,"09/02/2022"
"123-041-19","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"01/26/2023","TRPA-SHORE-1559",,,,"09/02/2022"
"123-041-21","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/17/2022","TRPA-SHORE-1572",,,,"11/17/2022"
"123-131-09","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/15/2024","TRPA-SHORE-2504",,,,
"123-131-09","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/15/2024","TRPA-SHORE-2505",,,,
"123-131-10","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/15/2024","TRPA-SHORE-2438",,,,
"123-131-10","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/15/2024","TRPA-SHORE-2439",,,,
"123-211-01","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"11/02/2021","TRPA-SHORE-1811",,,,
"123-221-02","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/01/2024","TRPA-SHORE-1543",,,,"03/01/2024"
"123-221-03","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/18/2024","TRPA-SHORE-1541",,,,"03/18/2024"
"123-221-03","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/18/2024","TRPA-SHORE-1542",,,,"03/18/2024"
"130-230-37","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2492",,,,
"130-230-37","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2493",,,,
"130-241-37","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2436",,,,
"130-241-37","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2437",,,,
"130-331-05","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1569",,,,"06/07/2023"
"1318-03-110-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"10/09/2022","TRPA-SHORE-1631",,,,"10/09/2022"
"1318-03-110-014","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/27/2024","TRPA-SHORE-1552",,,,
"1318-03-110-014","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"02/27/2024","TRPA-SHORE-1553",,,,
"1318-03-110-014","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/19/2024","TRPA-SHORE-2428",,,,"08/19/2024"
"1318-03-110-014","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/19/2024","TRPA-SHORE-2429",,,,"08/19/2024"
"1318-03-110-019","Shorezone Allocation Receiving Parcel","Pier Allocation",,,"1",,,,,,"06/22/2021","TRPA-SHORE-1703",,,,"09/30/2020"
"1318-03-110-020","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/24/2023","TRPA-SHORE-1578",,,,"07/12/2021"
"1318-03-210-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1548",,,,
"1318-03-210-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1549",,,,
"1318-03-210-004","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"06/06/2023","TRPA-SHORE-1529",,,,"06/06/2023"
"1318-03-210-012","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"01/31/2024","TRPA-SHORE-2181",,,,"01/31/2024"
"1318-03-210-017","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/05/2022","TRPA-SHORE-1523",,,,"08/05/2022"
"1318-03-210-017","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"08/05/2022","TRPA-SHORE-1524",,,,"08/05/2022"
"1318-03-210-022","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"09/18/2023","TRPA-SHORE-1659",,,,
"1318-03-212-003","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"03/13/2023","TRPA-SHORE-1674",,,,"01/19/2023"
"1318-09-810-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2455",,,,
"1318-09-810-001","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"04/03/2024","TRPA-SHORE-2456",,,,
"1318-10-310-079","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"11/22/2023","TRPA-SHORE-1637",,,,"11/22/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1676",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1677",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1678",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1679",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1680",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1681",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1682",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1683",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1904",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1905",,,,"05/10/2023"
"1318-15-111-085","Shorezone Allocation Receiving Parcel","Mooring Allocation",,,"1",,,,,,"05/10/2023","TRPA-SHORE-1906",,,,"05/10/2023"
