,File_Number,APN,Deed_Restriction_Type,Units,Date_Type,LTinfo_Transaction_ID,LTInfo_Deed_Restriction,DR_Desc,Center,Notes,Issued Date,Acknowledged Date,Pre-Grade Date,Finaled Date,RecordingNumber,RecordingDate,Description,DeedRestrictionStatus,DeedRestrictionType,ProjectAreaFileNumber,_merge
222,,132-192-10,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
223,,132-192-11,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
224,,132-192-11,,,,,,,,,,,,,3559492,07/27/2007,Residential unit on the property has been deed restricted moderate income housing ,Recorded,Moderate Income Housing,20060355STD,right_only
225,,132-192-12,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
226,,132-201-01,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
227,,132-201-01,,,,,,,,,,,,,3934793,10/20/2010,"APN 132-192-03, formerly part of APN 132-201-01, has amended and restated recorded document 2416608 to reflect the amended definition of ""Moderate Income Housing"" adopted by TRPA on November 23, 2005 and effective January 14, 2006.",Recorded,Moderate Income Housing,ADMIN2008-0027,right_only
228,,132-232-10,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
229,,132-581-01,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
230,,132-581-02,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
231,,132-581-03,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
232,,132-581-04,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
233,,132-581-05,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
234,,132-582-01,,,,,,,,,,,,,3065088,07/08/2004,"Pursuant to TRPA permit number 20030773STD for the construction of a five-unit development, Unit 4 and Unit 5 on APN 132-232-10 shall be permanently restricted to Affordable Housing. Affordable housing is defined as incomes not in excess of 80 percent of the respective county's median income for lower-income households and not to exceed 50 percent of the respective county's median income for very low-income households.
APN 132-232-10 was subdivided into APNs 132-582-01, 132-581-01, 132-581-02, 132-581-03, and 132-581-04 (residential units) and 132-581-05 (common area).",Recorded,Affordable Housing,20030773STD,right_only
235,,132-232-02,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
236,,132-620-01,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
237,,132-620-02,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
238,,132-620-03,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
239,,132-620-04,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
240,,132-620-05,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
241,,132-620-06,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
242,,132-620-07,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
243,,132-621-01,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
244,,132-621-02,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
245,,132-621-03,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
246,,132-621-04,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
247,,132-621-05,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
248,,132-621-06,,,,,,,,,,,,,3253104,07/29/2005,"As a special condition of TRPA permit #20030312STD on APN 129-280-20 (Condition #3.N) the residential units constructed on APN 132-232-02 shall always be treated as moderate income housing as defined in the TRPA Code of Ordinances.

NOTE: APN 132-232-02 has been subdivided into APNs 132-620-01 (common area) and 132-620-02, -03, -04, -05, -06, -07 and 132-162-01, -02, -03, -04, -05, -06 (residential units).",Recorded,Moderate Income Housing,20030312STD,right_only
249,,124-043-27,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
250,,124-043-27,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
251,,124-911-01,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
252,,124-911-01,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
253,,124-911-01,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
254,,124-911-01,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
255,,124-911-01,,,,,,,,,,,,,4089673,03/02/2012,"Housing unit 104 (APN 124-912-02), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
256,,124-911-01,,,,,,,,,,,,,4089673,03/02/2012,"Housing unit 104 (APN 124-912-02), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
257,,124-911-01,,,,,,,,,,,,,4089674,03/02/2012,"Housing unit 203 (APN 124-912-03), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
258,,124-911-01,,,,,,,,,,,,,4089674,03/02/2012,"Housing unit 203 (APN 124-912-03), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
259,,124-911-01,,,,,,,,,,,,,4089675,03/02/2012,"Housing unit 204 (APN 124-912-04), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
260,,124-911-01,,,,,,,,,,,,,4089675,03/02/2012,"Housing unit 204 (APN 124-912-04), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
261,,124-911-01,,,,,,,,,,,,,4089676,03/02/2012,"Housing unit 103 (APN 124-912-01), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
262,,124-911-01,,,,,,,,,,,,,4089676,03/02/2012,"Housing unit 103 (APN 124-912-01), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
263,,124-911-02,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
264,,124-911-02,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
265,,124-911-02,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
266,,124-911-02,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
267,,124-911-03,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
268,,124-911-03,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
269,,124-911-03,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
270,,124-911-03,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
271,,124-911-04,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
272,,124-911-04,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
273,,124-911-04,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
274,,124-911-04,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
275,,124-911-05,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
276,,124-911-05,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
277,,124-911-05,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
278,,124-911-05,,,,,,,,,,,,,4089672,03/02/2012,"Housing units 101, 102, 201, 202 (APNs 124-911-02, -03, -04, and -05 respectively) and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD and 20030795STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
279,,124-912-01,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
280,,124-912-01,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
281,,124-912-01,,,,,,,,,,,,,4089676,03/02/2012,"Housing unit 103 (APN 124-912-01), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
282,,124-912-01,,,,,,,,,,,,,4089676,03/02/2012,"Housing unit 103 (APN 124-912-01), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
283,,124-912-02,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
284,,124-912-02,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
285,,124-912-02,,,,,,,,,,,,,4089673,03/02/2012,"Housing unit 104 (APN 124-912-02), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
286,,124-912-02,,,,,,,,,,,,,4089673,03/02/2012,"Housing unit 104 (APN 124-912-02), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
287,,124-912-03,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
288,,124-912-03,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
289,,124-912-03,,,,,,,,,,,,,4089674,03/02/2012,"Housing unit 203 (APN 124-912-03), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
290,,124-912-03,,,,,,,,,,,,,4089674,03/02/2012,"Housing unit 203 (APN 124-912-03), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
291,,124-912-04,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Affordable Housing,20030312STD,right_only
292,,124-912-04,,,,,,,,,,,,,3253106,07/29/2005,"(Reference: TRPA file #20030795 and 20030312)
All eight units deed restricted to affordable or moderate income restrictions.",Recorded,Moderate Income Housing,20030312STD,right_only
293,,124-912-04,,,,,,,,,,,,,4089675,03/02/2012,"Housing unit 204 (APN 124-912-04), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Affordable Housing,20030312STD,right_only
294,,124-912-04,,,,,,,,,,,,,4089675,03/02/2012,"Housing unit 204 (APN 124-912-04), an easement for ingress & egress, and the common area (APN 124-911-01), pursuant to TRPA permit #20030312STD, are permanently restricted to affordable housing or moderate income housing as defined in this deed restriction.",Recorded,Moderate Income Housing,20030312STD,right_only
295,,132-611-01,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
296,,132-611-01,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
297,,132-611-02,,,,,,,,,,,,,3582578,10/08/2007,"Recorded in Washoe County. Declaration 1. Land Coverage--the subdivided area shall be deemed to be merged and constitute one parcel for purposes of calculating land coverage. Declaration 2.9. Residential Use--The six (6) residential condominiums on the property shall be limited to residential use and shall not be used as Tourist Accommodation Units. Declaration 2.10. Affordable Housing--One of the six (6) residential condominiums (units 5 and 6, 877 Northwood Blvd., APN's 132-611-05 & 132-612-01) shall be affordable housing units as defined in the TRPA Code of Ordinances.",Recorded,Affordable Housing,,right_only
298,,132-611-02,,,,,,,,,,,,,3606702,12/28/2007,"Two of the six units on this property, identified as units 5 and 6 (877 Northwood Blvd., APN's 132-611-05 & 132-612-01), shall be limited to residential affordable housing units as defined by Chapter 2 of the TRPA Code of Ordinances.",Recorded,Affordable Housing,ERSP2007-0360,right_only
