APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory,JURISDICTION,PLAN_ID,PLAN_NAME,ZONING_ID,ZONING_DESCRIPTION,TOWN_CENTER,LOCATION_TO_TOWNCENTER,TAZ,WITHIN_BONUSUNIT_BNDY,WITHIN_TRPA_BNDY,LOCAL_PLAN_HYPERLINK,LTINFO_HYPERLINK,PARCEL_ACRES,PARCEL_SQFT,SHAPE
032-291-028,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),7,,1,,08/25/2023,TRPA-CONVTRF-2321,08/14/2023,027-040-043,,ERSP2023-0859,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-028,10.04028064,437355,"{'rings': [[[759412.7016343055, 4311142.588694178], [759451.4653279241, 4311083.693703873], [759470.6929247584, 4311054.396908697], [759526.7848155238, 4311084.514603738], [759560.2782100104, 4311033.491412139], [759544.5120126056, 4311025.009113535], [759531.0186148267, 4311017.847614713], [759517.526217048, 4311010.609915905], [759504.1862192443, 4311003.373917097], [759490.693021466, 4310996.212518275], [759477.2004236868, 4310988.9748194665], [759466.4366254592, 4310983.215420416], [759453.0967276553, 4310975.979421606], [759439.6034298763, 4310968.818022786], [759426.2633320726, 4310961.582023976], [759412.770934294, 4310954.344225168], [759402.0071360655, 4310948.584926117], [759388.5138382874, 4310941.423427295], [759375.1737404838, 4310934.187428487], [759361.6813427052, 4310926.949729677], [759348.3405449009, 4310919.790030858], [759252.6096606608, 4311070.852305988], [759252.2981607122, 4311071.458805887], [759252.1389607387, 4311072.067105787], [759251.9798607649, 4311072.675305687], [759251.8207607912, 4311073.283505587], [759251.8141607922, 4311073.893405488], [759251.9607607676, 4311074.4287054], [759251.9541607685, 4311075.038505299], [759252.1007607449, 4311075.573805211], [759252.177960732, 4311076.158905115], [759252.5178606762, 4311076.666705031], [759252.8320606239, 4311077.117104957], [759253.1464605723, 4311077.567604883], [759258.2597597307, 4311084.104003806], [759263.3738588886, 4311090.564202743], [759268.6413580216, 4311096.949801691], [759274.0620571291, 4311103.260800652], [759279.6369562112, 4311109.421099639], [759285.3651552685, 4311115.506798636], [759291.0941543253, 4311121.516197648], [759296.8240533816, 4311127.44939667], [759302.8604523884, 4311133.233395718], [759308.8976513948, 4311138.941194778], [759315.0890503749, 4311144.498193864], [759321.2813493554, 4311149.978992961], [759327.6276483107, 4311155.308992084], [759333.3708473658, 4311160.022491308], [759377.8119400488, 4311195.8074854165], [759412.7016343055, 4311142.588694178]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-028,Conversion With Transfer Receiving Parcel,Commercial Floor Area (CFA),7,,1,,08/12/2024,TRPA-CONVTRF-2580,08/12/2024,032-291-029,,TRAN2024-0760,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-028,10.04028064,437355,"{'rings': [[[759412.7016343055, 4311142.588694178], [759451.4653279241, 4311083.693703873], [759470.6929247584, 4311054.396908697], [759526.7848155238, 4311084.514603738], [759560.2782100104, 4311033.491412139], [759544.5120126056, 4311025.009113535], [759531.0186148267, 4311017.847614713], [759517.526217048, 4311010.609915905], [759504.1862192443, 4311003.373917097], [759490.693021466, 4310996.212518275], [759477.2004236868, 4310988.9748194665], [759466.4366254592, 4310983.215420416], [759453.0967276553, 4310975.979421606], [759439.6034298763, 4310968.818022786], [759426.2633320726, 4310961.582023976], [759412.770934294, 4310954.344225168], [759402.0071360655, 4310948.584926117], [759388.5138382874, 4310941.423427295], [759375.1737404838, 4310934.187428487], [759361.6813427052, 4310926.949729677], [759348.3405449009, 4310919.790030858], [759252.6096606608, 4311070.852305988], [759252.2981607122, 4311071.458805887], [759252.1389607387, 4311072.067105787], [759251.9798607649, 4311072.675305687], [759251.8207607912, 4311073.283505587], [759251.8141607922, 4311073.893405488], [759251.9607607676, 4311074.4287054], [759251.9541607685, 4311075.038505299], [759252.1007607449, 4311075.573805211], [759252.177960732, 4311076.158905115], [759252.5178606762, 4311076.666705031], [759252.8320606239, 4311077.117104957], [759253.1464605723, 4311077.567604883], [759258.2597597307, 4311084.104003806], [759263.3738588886, 4311090.564202743], [759268.6413580216, 4311096.949801691], [759274.0620571291, 4311103.260800652], [759279.6369562112, 4311109.421099639], [759285.3651552685, 4311115.506798636], [759291.0941543253, 4311121.516197648], [759296.8240533816, 4311127.44939667], [759302.8604523884, 4311133.233395718], [759308.8976513948, 4311138.941194778], [759315.0890503749, 4311144.498193864], [759321.2813493554, 4311149.978992961], [759327.6276483107, 4311155.308992084], [759333.3708473658, 4311160.022491308], [759377.8119400488, 4311195.8074854165], [759412.7016343055, 4311142.588694178]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-031,Conversion With Transfer Receiving Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,12/20/2022,TRPA-CONVTRF-2079,12/05/2022,032-291-029,,TRAN2022-1336,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-031,1.57584278,68644,"{'rings': [[[759554.4599109683, 4311189.574786443], [759555.3846108159, 4311160.688591199], [759513.2949177446, 4311133.010995755], [759458.248526807, 4311216.812581958], [759512.9043178093, 4311252.785276037], [759554.4599109683, 4311189.574786443]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
033-842-006,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),5,,1,,06/30/2022,TRPA-CONVTRF-1995,06/16/2022,098-360-007,,TRAN2022-0128,,Non-Sensitive,EL,133,TAHOE PARADISE - UPPER TRUCKEE,133,Tahoe Paradise - Upper Truckee,,Outside Buffer,195,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/133.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/033-842-006,0.24139605,10515,"{'rings': [[[756889.4062497113, 4305772.948778173], [756866.541553475, 4305772.204778295], [756865.162853702, 4305814.885271268], [756888.0274499385, 4305815.629371146], [756889.4062497113, 4305772.948778173]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
034-203-009,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),IPES,904.0,1,,10/07/2021,TRPA-CONVTRF-1462,10/04/2021,023-191-007,,TRAN2021-0373,,Non-Sensitive,EL,124,MEYERS RESIDENTIAL,124,Meyers Residential,,Outside Buffer,197,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/124.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/034-203-009,0.28536757,12431,"{'rings': [[[758963.4690082613, 4305832.692368336], [758905.236217848, 4305831.144768592], [758904.7159179337, 4305850.962265329], [758962.948708347, 4305852.509965075], [758963.4690082613, 4305832.692368336]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
034-652-010,Conversion With Transfer Receiving Parcel,Commercial Floor Area (CFA),IPES,919.0,2,,04/27/2023,TRPA-CONVTRF-2086,03/21/2023,034-122-003,,TRAN2022-1437,TRAN2022-1437,Non-Sensitive,EL,122,TAHOE PARADISE - MANDAN,122,Tahoe Paradise - Mandan,,Outside Buffer,175,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/122.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/034-652-010,0.34246347,14918,"{'rings': [[[760512.8185531953, 4305109.085187463], [760513.0248531606, 4305104.131688278], [760467.0300607327, 4305098.943189133], [760467.4433606649, 4305131.084383842], [760511.4867534144, 4305133.4306834545], [760512.8185531953, 4305109.085187463]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
035-211-028,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),IPES,797.0,1,,10/07/2021,TRPA-CONVTRF-1460,10/04/2021,023-191-007,,TRAN2021-0344,,Non-Sensitive,EL,MAP,MEYERS AREA PLAN,MAP_3,Meyers Area Plan - Upper Truckee Residential/Tourist,Meyers Commercial,Town Center,193,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/MeyersAreaPlan_Final_March2018_Combined.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/035-211-028,0.1331232,5799,"{'rings': [[[758242.7643269105, 4304209.355835585], [758228.4883292606, 4304204.054536456], [758213.9625316514, 4304235.80423123], [758220.6388305528, 4304238.8501307275], [758227.7700293781, 4304242.129730189], [758242.7643269105, 4304209.355835585]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
035-212-008,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),IPES,627.0,1,,08/25/2021,TRPA-CONVTRF-1461,08/12/2021,023-191-007,,TRAN2021-0341,,Sensitive,EL,MAP,MEYERS AREA PLAN,MAP_3,Meyers Area Plan - Upper Truckee Residential/Tourist,,Quarter Mile Buffer,191,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/MeyersAreaPlan_Final_March2018_Combined.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/035-212-008,0.15155719,6602,"{'rings': [[[758265.101323233, 4304132.288248271], [758229.7368290545, 4304131.180048455], [758225.3387297792, 4304143.026146503], [758256.7759246035, 4304154.727644578], [758265.101323233, 4304132.288248271]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
036-561-001,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),5,,1,,06/30/2022,TRPA-CONVTRF-1982,06/16/2022,098-360-007,,TRAN2022-0127,,Non-Sensitive,EL,137,CHRISTMAS VALLEY,137,Christmas Valley,,Outside Buffer,192,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/137.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/036-561-001,0.4020299,17512,"{'rings': [[[758605.4331672043, 4300646.469522135], [758604.5216673547, 4300646.154622188], [758603.6101675043, 4300645.83972224], [758602.6986676548, 4300645.524822291], [758601.7875678046, 4300645.17192235], [758601.02896793, 4300644.820622407], [758600.1178680798, 4300644.4676224645], [758599.3596682046, 4300644.07822253], [758598.4489683546, 4300643.687122595], [758597.6911684787, 4300643.259622665], [758596.7809686288, 4300642.830422735], [758596.0235687532, 4300642.364722811], [758595.1131689036, 4300641.935522882], [758594.356269028, 4300641.431722965], [758593.5988691524, 4300640.966123043], [758592.841869277, 4300640.462323125], [758592.0848694025, 4300639.958523208], [758591.1758695515, 4300639.415023297], [758590.4193696762, 4300638.873123387], [758589.8152697757, 4300638.332823476], [758589.0590698998, 4300637.752823571], [758588.3029700248, 4300637.172823666], [758587.5468701487, 4300636.592823762], [758586.7910702731, 4300635.974723864], [758586.187870373, 4300635.358223965], [758585.4320704974, 4300634.740124067], [758584.8292705966, 4300634.085524175], [758584.0739707211, 4300633.429324282], [758583.4710708205, 4300632.77472439], [758582.868670919, 4300632.0820245035], [758582.2657710183, 4300631.4274246115], [758581.5113711432, 4300630.694924733], [758580.9088712418, 4300630.002224848], [758580.4593713162, 4300629.273024967], [758579.8572714152, 4300628.542225087], [758579.255271514, 4300627.811425207], [758578.6532716136, 4300627.0805253275], [758578.2041716874, 4300626.313225454], [758577.6024717866, 4300625.544325581], [758577.1533718603, 4300624.777025707], [758576.5521719595, 4300623.970025839], [758576.1030720333, 4300623.2027259655], [758575.6542721074, 4300622.397326099], [758575.2059721807, 4300621.553726237], [758574.7572722547, 4300620.7483263705], [758574.3085723286, 4300619.942926504], [758573.8601724021, 4300619.099426642], [758573.564372451, 4300618.25752678], [758573.1160725253, 4300617.41402692], [758572.6681725988, 4300616.532427065], [758572.372272647, 4300615.690527203], [758572.0768726962, 4300614.810527347], [758571.7809727443, 4300613.968627486], [758571.3330728188, 4300613.087027632], [758571.0380728673, 4300612.168927783], [758570.8950728904, 4300611.290527927], [758570.5996729387, 4300610.410628073], [758570.3046729872, 4300609.492428223], [758570.1616730113, 4300608.614128368], [758569.8666730598, 4300607.696028519], [758569.7240730831, 4300606.77962867], [758569.4290731316, 4300605.861428821], [758569.286473155, 4300604.945028972], [758569.1439731792, 4300604.0285291225], [758569.0013732025, 4300603.112129273], [758568.8588732257, 4300602.195629425], [758568.8687732238, 4300601.280829575], [758568.7261732472, 4300600.364429725], [758568.2790733213, 4300599.406529883], [758565.7757737329, 4300675.66011733], [758594.2362690475, 4300680.657316508], [758605.4331672043, 4300646.469522135]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
083-172-009,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),6,,1,,06/14/2022,TRPA-CONVTRF-1979,06/02/2022,117-071-042,,TRAN2022-0443,,Non-Sensitive,PL,PCAP,PLACER COUNTY TAHOE BASIN AREA PLAN,PCAP_RES_TAVERN,Placer County Tahoe Basin Area Plan - Residential - Taven Heights,,Outside Buffer,251,1,1,https://www.trpa.gov/wp-content/uploads/documents/Final-TBAP_Implement-Regs_Feb_2021.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/083-172-009,1.81674846,79137,"{'rings': [[[746858.3372011082, 4337692.476223316], [746859.1352009773, 4337690.075923711], [746858.3186011119, 4337686.163524356], [746857.8987011807, 4337684.695124596], [746858.9694010047, 4337681.087125191], [746859.7323008785, 4337679.659325426], [746859.3416009434, 4337677.218425827], [746860.1160008153, 4337675.305826142], [746860.9022006867, 4337673.149326498], [746860.3403007789, 4337668.812827211], [746624.6972395722, 4337654.565129558], [746624.377239625, 4337654.543229561], [746624.7828395581, 4337685.686324434], [746625.1119395038, 4337685.702124432], [746739.958420597, 4337693.529523142], [746857.7252012091, 4337699.001522241], [746858.3372011082, 4337692.476223316]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
094-070-001,Conversion With Transfer Receiving Parcel,Single-Family Residential Unit of Use (SFRUU),5,,4,,08/16/2019,TRPA-CONVTRF-703,07/30/2019,115-030-090,,TRAN2018-0592,,Non-Sensitive,,,,,,,,,,,,,,,
112-290-028,Conversion With Transfer Receiving Parcel,Commercial Floor Area (CFA),6,,1,,04/01/2025,TRPA-CONVTRF-2667,03/27/2025,094-070-006,,TRAN2024-0164,,Non-Sensitive,PL,PCAP,PLACER COUNTY TAHOE BASIN AREA PLAN,PCAP_RES_KINGSWOODEAST,Placer County Tahoe Basin Area Plan - Residential - Kingswood East,,Outside Buffer,283,1,1,https://www.trpa.gov/wp-content/uploads/documents/Final-TBAP_Implement-Regs_Feb_2021.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/112-290-028,0.36303494,15814,"{'rings': [[[755969.4523011614, 4348354.078968115], [755939.1292061536, 4348353.540068204], [755937.7717063772, 4348395.750861254], [755938.1864063088, 4348401.772560263], [755939.9272060217, 4348401.837660253], [755967.8381014271, 4348402.904760076], [755969.4523011614, 4348354.078968115]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
115-040-082,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),6,,1,,11/08/2022,TRPA-CONVTRF-1998,07/13/2022,117-071-042,,TRAN2022-0532,,Non-Sensitive,PL,PCAP,PLACER COUNTY TAHOE BASIN AREA PLAN,PCAP_RES_CARNELIANBAY,Placer County Tahoe Basin Area Plan - Residential - Carnelian Bay Subdivision,,Outside Buffer,276,1,1,https://www.trpa.gov/wp-content/uploads/documents/Final-TBAP_Implement-Regs_Feb_2021.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/115-040-082,0.10694881,4659,"{'rings': [[[751560.2060270477, 4346028.912550902], [751556.4631276643, 4346009.536554093], [751532.958131534, 4346024.915051561], [751532.5525316009, 4346037.796749441], [751560.2060270477, 4346028.912550902]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
123-071-34,Conversion With Transfer Receiving Parcel,Tourist Accommodation Unit (TAU),4,,40,,07/12/2016,TRPA-CONVTRF-365,06/23/2016,029-441-004,,TRAN2016-0246,,Non-Sensitive,,,,,,,,,,,,,,,
023-191-007,Conversion With Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,1,,10/19/2016,TRPA-CONVTRF-372,08/19/2016,,026-221-013,TRAN2016-0399,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_C,Tahoe Valley Area Plan - Town Center Core,South Y,Town Center,150,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/023-191-007,0.56054495,24417,"{'rings': [[[759638.600697116, 4311654.129509963], [759595.8247041581, 4311605.477117972], [759569.944708419, 4311629.516714016], [759591.0320049468, 4311653.458410075], [759612.1192014758, 4311677.400106132], [759638.600697116, 4311654.129509963]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
023-191-007,Conversion With Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,1,,03/29/2017,TRPA-CONVTRF-392,03/20/2017,,025-377-009,TRAN2016-0541,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_C,Tahoe Valley Area Plan - Town Center Core,South Y,Town Center,150,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/023-191-007,0.56054495,24417,"{'rings': [[[759638.600697116, 4311654.129509963], [759595.8247041581, 4311605.477117972], [759569.944708419, 4311629.516714016], [759591.0320049468, 4311653.458410075], [759612.1192014758, 4311677.400106132], [759638.600697116, 4311654.129509963]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
023-191-007,Conversion With Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,1,,10/19/2016,TRPA-CONVTRF-437,10/03/2016,,025-021-080,TRAN2016-0684,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_C,Tahoe Valley Area Plan - Town Center Core,South Y,Town Center,150,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/023-191-007,0.56054495,24417,"{'rings': [[[759638.600697116, 4311654.129509963], [759595.8247041581, 4311605.477117972], [759569.944708419, 4311629.516714016], [759591.0320049468, 4311653.458410075], [759612.1192014758, 4311677.400106132], [759638.600697116, 4311654.129509963]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
023-191-007,Conversion With Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,1,,10/07/2021,TRPA-CONVTRF-1460,10/04/2021,,035-211-028,TRAN2021-0344,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_C,Tahoe Valley Area Plan - Town Center Core,South Y,Town Center,150,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/023-191-007,0.56054495,24417,"{'rings': [[[759638.600697116, 4311654.129509963], [759595.8247041581, 4311605.477117972], [759569.944708419, 4311629.516714016], [759591.0320049468, 4311653.458410075], [759612.1192014758, 4311677.400106132], [759638.600697116, 4311654.129509963]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
023-191-007,Conversion With Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,1,,08/25/2021,TRPA-CONVTRF-1461,08/12/2021,,035-212-008,TRAN2021-0341,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_C,Tahoe Valley Area Plan - Town Center Core,South Y,Town Center,150,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/023-191-007,0.56054495,24417,"{'rings': [[[759638.600697116, 4311654.129509963], [759595.8247041581, 4311605.477117972], [759569.944708419, 4311629.516714016], [759591.0320049468, 4311653.458410075], [759612.1192014758, 4311677.400106132], [759638.600697116, 4311654.129509963]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
023-191-007,Conversion With Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,1,,10/07/2021,TRPA-CONVTRF-1462,10/04/2021,,034-203-009,TRAN2021-0373,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_C,Tahoe Valley Area Plan - Town Center Core,South Y,Town Center,150,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/023-191-007,0.56054495,24417,"{'rings': [[[759638.600697116, 4311654.129509963], [759595.8247041581, 4311605.477117972], [759569.944708419, 4311629.516714016], [759591.0320049468, 4311653.458410075], [759612.1192014758, 4311677.400106132], [759638.600697116, 4311654.129509963]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
